BMI,Breakfast 1,Breakfast 2,Lunch 1,Lunch 2,Dinner 1,Dinner 2,Food Type,BMR,Total Calories
28.5,Vegetable Sandwich,Papaya,Chole with Chapati,Raita (low-fat),Mixed Veg Curry,Chapati,Veg,1684,2050
29.0,Idli with Sambar,Banana,Palak Paneer with Roti,Sprouts,Bhindi Masala,Quinoa,Veg,2000,2240
24.8,Idli with Sambar,Apple,Dal Tadka with Brown Rice,Raita (low-fat),Mixed Veg Curry,Chapati,Veg,1744,1970
20.0,Poha,Banana,Quinoa Salad,Cucumber,Vegetable Soup,Roti,Veg,1513,1878
20.7,Poha,Papaya,Palak Paneer with Roti,Yogurt (low-fat),Mixed Veg Curry,Whole Wheat Naan,Veg,1424,1794
26.0,Oats,Apple,Rajma with Brown Rice,Papad (roasted),Bhindi Masala,Quinoa,Veg,1754,2174
28.4,Vegetable Sandwich,Banana,Paneer Bhurji with Chapati,Papad (roasted),Aloo Gobi,Ragi Dosa,Veg,1709,2022
28.8,Idli with Sambar,Lassi (low-fat),Vegetable Stir Fry with Brown Rice,Yogurt (low-fat),Grilled Vegetables,Roti,Veg,1995,2260
26.5,Ragi Dosa,Apple,Paneer Bhurji with Chapati,Raita (low-fat),Mixed Veg Curry,Millet Roti,Veg,1876,2092
29.9,Vegetable Sandwich,Papaya,Rajma with Brown Rice,Yogurt (low-fat),Kadhi with Brown Rice,Ragi Dosa,Veg,1749,1959
26.6,Ragi Dosa,Green Tea,Quinoa Salad,Steamed Vegetables,Aloo Gobi,Chapati,Veg,1540,1849
24.4,Poha,Buttermilk,Quinoa Salad,Raita (low-fat),Kadhi with Brown Rice,Roti,Veg,1526,1913
29.7,Smoothie Bowl,Lassi (low-fat),Rajma with Brown Rice,Sprouts,Bhindi Masala,Ragi Dosa,Veg,1573,2001
21.9,Smoothie Bowl,Coconut Water,Quinoa Salad,Steamed Vegetables,Kadhi with Brown Rice,Brown Rice,Veg,1723,2211
20.7,Idli with Sambar,Coconut Water,Palak Paneer with Roti,Sprouts,Mixed Veg Curry,Chapati,Veg,1592,1802
20.7,Idli with Sambar,Orange Juice,Chole with Chapati,Salad,Vegetable Soup,Roti,Veg,1684,2006
20.3,Ragi Dosa,Banana,Quinoa Salad,Salad,Mixed Veg Curry,Chapati,Veg,1448,1945
28.5,Multigrain Paratha,Lassi (low-fat),Quinoa Salad,Sprouts,Baingan Bharta,Millet Roti,Veg,1900,2225
27.7,Ragi Dosa,Coconut Water,Chole with Chapati,Cucumber,Kadhi with Brown Rice,Millet Roti,Veg,1984,2350
25.0,Vegetable Sandwich,Papaya,Chole with Chapati,Raita (low-fat),Palak Paneer,Roti,Veg,1860,2087
25.9,Multigrain Paratha,Coconut Water,Dal Tadka with Brown Rice,Yogurt (low-fat),Aloo Gobi,Phulka,Veg,1804,2069
23.5,Oats,Lassi (low-fat),Vegetable Stir Fry with Brown Rice,Sprouts,Aloo Gobi,Brown Rice,Veg,1436,1858
25.0,Idli with Sambar,Coconut Water,Paneer Bhurji with Chapati,Salad,Palak Paneer,Roti,Veg,1400,1771
29.7,Vegetable Sandwich,Buttermilk,Palak Paneer with Roti,Salad,Mixed Veg Curry,Chapati,Veg,1548,1983
29.1,Ragi Dosa,Green Tea,Paneer Bhurji with Chapati,Yogurt (low-fat),Kadhi with Brown Rice,Phulka,Veg,1689,1975
20.5,Vegetable Sandwich,Papaya,Dal Tadka with Brown Rice,Yogurt (low-fat),Baingan Bharta,Brown Rice,Veg,1984,2433
28.3,Smoothie Bowl,Buttermilk,Quinoa Salad,Cucumber,Aloo Gobi,Millet Roti,Veg,1770,2215
22.4,Poha,Buttermilk,Vegetable Stir Fry with Brown Rice,Steamed Vegetables,Kadhi with Brown Rice,Whole Wheat Naan,Veg,1975,2437
24.2,Vegetable Sandwich,Lassi (low-fat),Quinoa Salad,Cucumber,Bhindi Masala,Phulka,Veg,1954,2393
23.3,Ragi Dosa,Apple,Paneer Bhurji with Chapati,Fruit Salad,Bhindi Masala,Roti,Veg,1645,1938
26.5,Smoothie Bowl,Apple,Quinoa Salad,Steamed Vegetables,Mixed Veg Curry,Chapati,Veg,1935,2182
19.6,Upma,Papaya,Chole with Chapati,Fruit Salad,Aloo Gobi,Brown Rice,Veg,1849,2229
24.9,Oats,Banana,Chole with Chapati,Fruit Salad,Bhindi Masala,Whole Wheat Naan,Veg,1933,2160
22.3,Multigrain Paratha,Green Tea,Vegetable Stir Fry with Brown Rice,Papad (roasted),Baingan Bharta,Ragi Dosa,Veg,1872,2199
29.8,Poha,Green Tea,Paneer Bhurji with Chapati,Papad (roasted),Palak Paneer,Ragi Dosa,Veg,1437,1830
24.4,Multigrain Paratha,Banana,Palak Paneer with Roti,Salad,Bhindi Masala,Phulka,Veg,1572,1839
22.6,Vegetable Sandwich,Banana,Dal Tadka with Brown Rice,Fruit Salad,Bhindi Masala,Ragi Dosa,Veg,1426,1814
29.7,Smoothie Bowl,Buttermilk,Rajma with Brown Rice,Steamed Vegetables,Vegetable Soup,Phulka,Veg,1536,1968
20.1,Ragi Dosa,Green Tea,Quinoa Salad,Fruit Salad,Bhindi Masala,Chapati,Veg,1615,2070
29.2,Idli with Sambar,Green Tea,Rajma with Brown Rice,Cucumber,Baingan Bharta,Brown Rice,Veg,1724,2107
22.7,Idli with Sambar,Orange Juice,Vegetable Stir Fry with Brown Rice,Cucumber,Baingan Bharta,Phulka,Veg,1983,2198
29.7,Poha,Buttermilk,Dal Tadka with Brown Rice,Sprouts,Bhindi Masala,Ragi Dosa,Veg,1634,1998
21.2,Multigrain Paratha,Coconut Water,Chole with Chapati,Raita (low-fat),Vegetable Soup,Millet Roti,Veg,1450,1736
25.1,Ragi Dosa,Buttermilk,Paneer Bhurji with Chapati,Sprouts,Palak Paneer,Brown Rice,Veg,1530,1762
26.7,Upma,Apple,Quinoa Salad,Papad (roasted),Bhindi Masala,Roti,Veg,1534,1848
23.7,Poha,Green Tea,Quinoa Salad,Steamed Vegetables,Aloo Gobi,Brown Rice,Veg,1625,2057
30.0,Multigrain Paratha,Banana,Quinoa Salad,Raita (low-fat),Grilled Vegetables,Whole Wheat Naan,Veg,1719,1946
26.0,Poha,Orange Juice,Chole with Chapati,Sprouts,Grilled Vegetables,Phulka,Veg,1419,1848
22.7,Upma,Papaya,Quinoa Salad,Papad (roasted),Kadhi with Brown Rice,Brown Rice,Veg,1544,1983
24.3,Poha,Banana,Quinoa Salad,Raita (low-fat),Palak Paneer,Brown Rice,Veg,1896,2173
28.1,Upma,Lassi (low-fat),Paneer Bhurji with Chapati,Cucumber,Kadhi with Brown Rice,Brown Rice,Veg,1497,1863
29.4,Poha,Lassi (low-fat),Paneer Bhurji with Chapati,Raita (low-fat),Mixed Veg Curry,Millet Roti,Veg,1933,2333
23.4,Ragi Dosa,Lassi (low-fat),Quinoa Salad,Papad (roasted),Grilled Vegetables,Brown Rice,Veg,1778,2025
19.3,Multigrain Paratha,Orange Juice,Paneer Bhurji with Chapati,Sprouts,Aloo Gobi,Brown Rice,Veg,1985,2202
19.4,Ragi Dosa,Buttermilk,Vegetable Stir Fry with Brown Rice,Papad (roasted),Baingan Bharta,Millet Roti,Veg,1432,1805
23.1,Upma,Coconut Water,Paneer Bhurji with Chapati,Salad,Baingan Bharta,Chapati,Veg,1671,2036
23.6,Vegetable Sandwich,Buttermilk,Quinoa Salad,Papad (roasted),Aloo Gobi,Whole Wheat Naan,Veg,1449,1863
27.7,Oats,Papaya,Vegetable Stir Fry with Brown Rice,Raita (low-fat),Aloo Gobi,Brown Rice,Veg,1624,2095
21.6,Idli with Sambar,Papaya,Chole with Chapati,Fruit Salad,Grilled Vegetables,Roti,Veg,1535,1771
18.9,Multigrain Paratha,Apple,Rajma with Brown Rice,Fruit Salad,Kadhi with Brown Rice,Ragi Dosa,Veg,1927,2208
18.7,Ragi Dosa,Banana,Palak Paneer with Roti,Fruit Salad,Vegetable Soup,Whole Wheat Naan,Veg,1409,1909
23.7,Vegetable Sandwich,Papaya,Palak Paneer with Roti,Steamed Vegetables,Baingan Bharta,Chapati,Veg,1564,1850
27.0,Ragi Dosa,Banana,Dal Tadka with Brown Rice,Steamed Vegetables,Grilled Vegetables,Whole Wheat Naan,Veg,1588,2073
23.7,Vegetable Sandwich,Apple,Vegetable Stir Fry with Brown Rice,Salad,Mixed Veg Curry,Whole Wheat Naan,Veg,1673,2103
21.1,Multigrain Paratha,Banana,Paneer Bhurji with Chapati,Sprouts,Grilled Vegetables,Chapati,Veg,2000,2310
24.3,Oats,Coconut Water,Dal Tadka with Brown Rice,Salad,Grilled Vegetables,Whole Wheat Naan,Veg,1625,2121
19.3,Multigrain Paratha,Banana,Dal Tadka with Brown Rice,Fruit Salad,Palak Paneer,Brown Rice,Veg,1528,1923
27.7,Ragi Dosa,Green Tea,Rajma with Brown Rice,Salad,Baingan Bharta,Roti,Veg,1669,1869
19.9,Idli with Sambar,Orange Juice,Chole with Chapati,Raita (low-fat),Mixed Veg Curry,Chapati,Veg,1508,1816
27.4,Idli with Sambar,Coconut Water,Vegetable Stir Fry with Brown Rice,Cucumber,Grilled Vegetables,Roti,Veg,1492,1796
24.8,Upma,Banana,Dal Tadka with Brown Rice,Fruit Salad,Palak Paneer,Whole Wheat Naan,Veg,1996,2478
22.1,Poha,Green Tea,Dal Tadka with Brown Rice,Yogurt (low-fat),Mixed Veg Curry,Millet Roti,Veg,1487,1801
22.1,Oats,Banana,Dal Tadka with Brown Rice,Raita (low-fat),Vegetable Soup,Whole Wheat Naan,Veg,1493,1949
21.9,Multigrain Paratha,Green Tea,Paneer Bhurji with Chapati,Steamed Vegetables,Aloo Gobi,Brown Rice,Veg,1480,1897
28.9,Poha,Papaya,Paneer Bhurji with Chapati,Raita (low-fat),Grilled Vegetables,Brown Rice,Veg,1860,2149
21.7,Poha,Apple,Chole with Chapati,Raita (low-fat),Mixed Veg Curry,Phulka,Veg,1992,2304
25.2,Multigrain Paratha,Apple,Dal Tadka with Brown Rice,Steamed Vegetables,Vegetable Soup,Ragi Dosa,Veg,1981,2407
28.2,Upma,Orange Juice,Quinoa Salad,Raita (low-fat),Palak Paneer,Chapati,Veg,1577,1865
23.3,Smoothie Bowl,Orange Juice,Quinoa Salad,Steamed Vegetables,Baingan Bharta,Phulka,Veg,1855,2055
29.5,Upma,Papaya,Rajma with Brown Rice,Salad,Palak Paneer,Roti,Veg,1821,2238
22.3,Vegetable Sandwich,Orange Juice,Vegetable Stir Fry with Brown Rice,Raita (low-fat),Palak Paneer,Whole Wheat Naan,Veg,1548,2030
22.5,Idli with Sambar,Banana,Palak Paneer with Roti,Raita (low-fat),Palak Paneer,Brown Rice,Veg,1920,2331
23.3,Oats,Papaya,Paneer Bhurji with Chapati,Sprouts,Aloo Gobi,Brown Rice,Veg,1900,2350
18.9,Ragi Dosa,Lassi (low-fat),Palak Paneer with Roti,Yogurt (low-fat),Grilled Vegetables,Whole Wheat Naan,Veg,1504,1838
23.4,Upma,Buttermilk,Dal Tadka with Brown Rice,Papad (roasted),Vegetable Soup,Brown Rice,Veg,1925,2146
21.6,Oats,Apple,Chole with Chapati,Yogurt (low-fat),Baingan Bharta,Brown Rice,Veg,1516,1991
18.6,Upma,Buttermilk,Vegetable Stir Fry with Brown Rice,Papad (roasted),Palak Paneer,Whole Wheat Naan,Veg,1776,2063
27.1,Ragi Dosa,Banana,Dal Tadka with Brown Rice,Cucumber,Vegetable Soup,Whole Wheat Naan,Veg,1518,1978
22.7,Idli with Sambar,Coconut Water,Quinoa Salad,Raita (low-fat),Vegetable Soup,Phulka,Veg,1977,2252
26.9,Poha,Orange Juice,Rajma with Brown Rice,Steamed Vegetables,Grilled Vegetables,Roti,Veg,1672,2051
21.7,Oats,Orange Juice,Chole with Chapati,Steamed Vegetables,Grilled Vegetables,Ragi Dosa,Veg,1777,2236
27.4,Ragi Dosa,Green Tea,Dal Tadka with Brown Rice,Fruit Salad,Baingan Bharta,Whole Wheat Naan,Veg,1454,1729
20.0,Multigrain Paratha,Lassi (low-fat),Dal Tadka with Brown Rice,Yogurt (low-fat),Bhindi Masala,Ragi Dosa,Veg,1780,2229
27.5,Poha,Green Tea,Vegetable Stir Fry with Brown Rice,Yogurt (low-fat),Kadhi with Brown Rice,Phulka,Veg,1894,2239
25.1,Ragi Dosa,Banana,Dal Tadka with Brown Rice,Yogurt (low-fat),Aloo Gobi,Whole Wheat Naan,Veg,1515,1926
24.6,Upma,Papaya,Palak Paneer with Roti,Fruit Salad,Grilled Vegetables,Chapati,Veg,1619,2103
26.6,Smoothie Bowl,Banana,Dal Tadka with Brown Rice,Steamed Vegetables,Aloo Gobi,Chapati,Veg,1587,2034
23.1,Multigrain Paratha,Green Tea,Paneer Bhurji with Chapati,Sprouts,Grilled Vegetables,Roti,Veg,1989,2489
26.5,Idli with Sambar,Green Tea,Quinoa Salad,Sprouts,Aloo Gobi,Ragi Dosa,Veg,1748,2224
28.3,Multigrain Paratha,Papaya,Palak Paneer with Roti,Papad (roasted),Palak Paneer,Roti,Veg,1512,1830
27.9,Oats,Green Tea,Rajma with Brown Rice,Yogurt (low-fat),Palak Paneer,Roti,Veg,1710,2079
19.5,Vegetable Sandwich,Lassi (low-fat),Quinoa Salad,Salad,Baingan Bharta,Whole Wheat Naan,Veg,1779,2105
28.8,Idli with Sambar,Papaya,Rajma with Brown Rice,Sprouts,Bhindi Masala,Roti,Veg,1500,1740
21.4,Vegetable Sandwich,Orange Juice,Paneer Bhurji with Chapati,Cucumber,Mixed Veg Curry,Brown Rice,Veg,1771,2246
27.2,Poha,Apple,Rajma with Brown Rice,Sprouts,Aloo Gobi,Phulka,Veg,1849,2345
26.8,Upma,Apple,Chole with Chapati,Salad,Bhindi Masala,Millet Roti,Veg,1840,2225
23.3,Upma,Orange Juice,Dal Tadka with Brown Rice,Yogurt (low-fat),Palak Paneer,Brown Rice,Veg,1852,2188
28.0,Smoothie Bowl,Papaya,Chole with Chapati,Raita (low-fat),Palak Paneer,Ragi Dosa,Veg,1932,2197
21.0,Multigrain Paratha,Lassi (low-fat),Vegetable Stir Fry with Brown Rice,Salad,Bhindi Masala,Millet Roti,Veg,1446,1907
19.7,Vegetable Sandwich,Lassi (low-fat),Paneer Bhurji with Chapati,Yogurt (low-fat),Palak Paneer,Brown Rice,Veg,1511,1985
22.8,Multigrain Paratha,Green Tea,Quinoa Salad,Steamed Vegetables,Grilled Vegetables,Roti,Veg,1676,1930
21.0,Idli with Sambar,Orange Juice,Dal Tadka with Brown Rice,Salad,Mixed Veg Curry,Chapati,Veg,1589,1806
20.2,Oats,Buttermilk,Vegetable Stir Fry with Brown Rice,Raita (low-fat),Vegetable Soup,Brown Rice,Veg,1586,1921
28.7,Oats,Green Tea,Palak Paneer with Roti,Papad (roasted),Mixed Veg Curry,Roti,Veg,1513,1973
23.7,Idli with Sambar,Green Tea,Quinoa Salad,Cucumber,Grilled Vegetables,Chapati,Veg,1627,1829
24.2,Oats,Banana,Dal Tadka with Brown Rice,Salad,Grilled Vegetables,Phulka,Veg,1473,1820
18.9,Poha,Banana,Chole with Chapati,Papad (roasted),Vegetable Soup,Quinoa,Veg,1613,1984
22.0,Multigrain Paratha,Buttermilk,Palak Paneer with Roti,Raita (low-fat),Aloo Gobi,Brown Rice,Veg,1421,1765
19.5,Idli with Sambar,Orange Juice,Dal Tadka with Brown Rice,Steamed Vegetables,Palak Paneer,Ragi Dosa,Veg,1667,2128
23.2,Smoothie Bowl,Lassi (low-fat),Paneer Bhurji with Chapati,Steamed Vegetables,Baingan Bharta,Whole Wheat Naan,Veg,1628,1876
21.9,Idli with Sambar,Apple,Rajma with Brown Rice,Steamed Vegetables,Aloo Gobi,Chapati,Veg,1750,2250
27.6,Ragi Dosa,Coconut Water,Palak Paneer with Roti,Steamed Vegetables,Mixed Veg Curry,Quinoa,Veg,1649,2026
27.5,Smoothie Bowl,Apple,Rajma with Brown Rice,Raita (low-fat),Mixed Veg Curry,Chapati,Veg,1626,2030
23.2,Smoothie Bowl,Green Tea,Chole with Chapati,Sprouts,Kadhi with Brown Rice,Brown Rice,Veg,1559,1790
20.0,Smoothie Bowl,Banana,Palak Paneer with Roti,Fruit Salad,Kadhi with Brown Rice,Quinoa,Veg,1873,2266
25.5,Poha,Buttermilk,Chole with Chapati,Fruit Salad,Kadhi with Brown Rice,Phulka,Veg,1599,1837
24.3,Upma,Coconut Water,Vegetable Stir Fry with Brown Rice,Yogurt (low-fat),Baingan Bharta,Ragi Dosa,Veg,1903,2160
26.2,Poha,Papaya,Quinoa Salad,Cucumber,Baingan Bharta,Roti,Veg,1953,2379
24.2,Poha,Apple,Quinoa Salad,Steamed Vegetables,Vegetable Soup,Brown Rice,Veg,1881,2256
23.9,Vegetable Sandwich,Papaya,Palak Paneer with Roti,Papad (roasted),Vegetable Soup,Ragi Dosa,Veg,1945,2361
19.7,Ragi Dosa,Buttermilk,Palak Paneer with Roti,Cucumber,Baingan Bharta,Millet Roti,Veg,1883,2100
22.0,Ragi Dosa,Green Tea,Paneer Bhurji with Chapati,Yogurt (low-fat),Aloo Gobi,Millet Roti,Veg,1583,1942
27.1,Poha,Buttermilk,Quinoa Salad,Papad (roasted),Vegetable Soup,Brown Rice,Veg,1957,2434
18.5,Multigrain Paratha,Lassi (low-fat),Rajma with Brown Rice,Raita (low-fat),Bhindi Masala,Quinoa,Veg,1818,2035
28.5,Poha,Orange Juice,Chole with Chapati,Fruit Salad,Kadhi with Brown Rice,Quinoa,Veg,1496,1701
27.9,Poha,Green Tea,Chole with Chapati,Fruit Salad,Palak Paneer,Ragi Dosa,Veg,1962,2350
21.4,Poha,Buttermilk,Vegetable Stir Fry with Brown Rice,Steamed Vegetables,Baingan Bharta,Whole Wheat Naan,Veg,1808,2143
26.5,Ragi Dosa,Green Tea,Dal Tadka with Brown Rice,Yogurt (low-fat),Vegetable Soup,Roti,Veg,1458,1755
18.5,Ragi Dosa,Lassi (low-fat),Paneer Bhurji with Chapati,Papad (roasted),Bhindi Masala,Quinoa,Veg,1720,1927
20.5,Idli with Sambar,Banana,Paneer Bhurji with Chapati,Sprouts,Baingan Bharta,Phulka,Veg,1695,2133
29.9,Upma,Green Tea,Paneer Bhurji with Chapati,Sprouts,Mixed Veg Curry,Millet Roti,Veg,1832,2215
27.9,Idli with Sambar,Banana,Paneer Bhurji with Chapati,Salad,Grilled Vegetables,Ragi Dosa,Veg,1968,2345
22.6,Vegetable Sandwich,Papaya,Palak Paneer with Roti,Papad (roasted),Bhindi Masala,Phulka,Veg,1458,1883
19.2,Smoothie Bowl,Papaya,Dal Tadka with Brown Rice,Fruit Salad,Bhindi Masala,Brown Rice,Veg,1923,2362
27.8,Oats,Coconut Water,Quinoa Salad,Cucumber,Mixed Veg Curry,Ragi Dosa,Veg,1846,2050
28.3,Oats,Banana,Paneer Bhurji with Chapati,Steamed Vegetables,Baingan Bharta,Quinoa,Veg,1608,1857
24.1,Poha,Banana,Quinoa Salad,Sprouts,Kadhi with Brown Rice,Brown Rice,Veg,1841,2157
27.7,Poha,Lassi (low-fat),Paneer Bhurji with Chapati,Salad,Vegetable Soup,Roti,Veg,1645,1967
23.1,Idli with Sambar,Orange Juice,Rajma with Brown Rice,Yogurt (low-fat),Aloo Gobi,Ragi Dosa,Veg,1481,1742
22.4,Oats,Lassi (low-fat),Dal Tadka with Brown Rice,Raita (low-fat),Vegetable Soup,Whole Wheat Naan,Veg,1467,1931
26.4,Upma,Buttermilk,Chole with Chapati,Steamed Vegetables,Grilled Vegetables,Quinoa,Veg,1825,2178
26.6,Poha,Orange Juice,Vegetable Stir Fry with Brown Rice,Papad (roasted),Grilled Vegetables,Ragi Dosa,Veg,1439,1679
26.4,Smoothie Bowl,Apple,Vegetable Stir Fry with Brown Rice,Papad (roasted),Aloo Gobi,Whole Wheat Naan,Veg,1568,1811
26.1,Oats,Papaya,Quinoa Salad,Papad (roasted),Palak Paneer,Roti,Veg,1877,2100
19.5,Vegetable Sandwich,Apple,Paneer Bhurji with Chapati,Cucumber,Mixed Veg Curry,Chapati,Veg,1861,2293
27.4,Multigrain Paratha,Apple,Rajma with Brown Rice,Yogurt (low-fat),Baingan Bharta,Phulka,Veg,1602,1841
19.0,Ragi Dosa,Banana,Quinoa Salad,Salad,Aloo Gobi,Phulka,Veg,1564,2012
21.3,Multigrain Paratha,Lassi (low-fat),Quinoa Salad,Yogurt (low-fat),Aloo Gobi,Roti,Veg,1947,2169
27.5,Ragi Dosa,Papaya,Quinoa Salad,Cucumber,Baingan Bharta,Whole Wheat Naan,Veg,1476,1813
24.6,Smoothie Bowl,Apple,Rajma with Brown Rice,Salad,Vegetable Soup,Phulka,Veg,1883,2335
24.0,Ragi Dosa,Banana,Paneer Bhurji with Chapati,Fruit Salad,Baingan Bharta,Ragi Dosa,Veg,1815,2303
29.9,Vegetable Sandwich,Green Tea,Vegetable Stir Fry with Brown Rice,Fruit Salad,Aloo Gobi,Chapati,Veg,1526,1904
25.0,Oats,Buttermilk,Dal Tadka with Brown Rice,Papad (roasted),Vegetable Soup,Quinoa,Veg,1905,2382
24.8,Oats,Banana,Chole with Chapati,Raita (low-fat),Palak Paneer,Chapati,Veg,1646,2070
23.7,Smoothie Bowl,Green Tea,Rajma with Brown Rice,Salad,Palak Paneer,Millet Roti,Veg,1656,1920
23.9,Vegetable Sandwich,Apple,Paneer Bhurji with Chapati,Yogurt (low-fat),Vegetable Soup,Millet Roti,Veg,1931,2131
24.8,Poha,Buttermilk,Rajma with Brown Rice,Cucumber,Kadhi with Brown Rice,Brown Rice,Veg,1698,1965
28.4,Ragi Dosa,Green Tea,Dal Tadka with Brown Rice,Papad (roasted),Mixed Veg Curry,Roti,Veg,1432,1655
26.1,Upma,Green Tea,Vegetable Stir Fry with Brown Rice,Raita (low-fat),Kadhi with Brown Rice,Quinoa,Veg,1400,1803
19.3,Vegetable Sandwich,Coconut Water,Quinoa Salad,Fruit Salad,Aloo Gobi,Brown Rice,Veg,1498,1737
28.7,Poha,Banana,Palak Paneer with Roti,Steamed Vegetables,Baingan Bharta,Brown Rice,Veg,1823,2053
20.4,Smoothie Bowl,Lassi (low-fat),Palak Paneer with Roti,Raita (low-fat),Palak Paneer,Millet Roti,Veg,1413,1797
29.9,Multigrain Paratha,Buttermilk,Chole with Chapati,Fruit Salad,Mixed Veg Curry,Roti,Veg,1562,2030
24.1,Vegetable Sandwich,Banana,Vegetable Stir Fry with Brown Rice,Raita (low-fat),Palak Paneer,Whole Wheat Naan,Veg,1715,1931
27.1,Smoothie Bowl,Buttermilk,Paneer Bhurji with Chapati,Papad (roasted),Baingan Bharta,Brown Rice,Veg,1945,2300
20.0,Ragi Dosa,Orange Juice,Palak Paneer with Roti,Papad (roasted),Bhindi Masala,Millet Roti,Veg,1637,2026
28.2,Upma,Papaya,Rajma with Brown Rice,Fruit Salad,Kadhi with Brown Rice,Roti,Veg,1744,2193
20.7,Idli with Sambar,Apple,Dal Tadka with Brown Rice,Yogurt (low-fat),Grilled Vegetables,Millet Roti,Veg,1788,2066
28.3,Multigrain Paratha,Papaya,Chole with Chapati,Yogurt (low-fat),Bhindi Masala,Ragi Dosa,Veg,1803,2133
20.9,Ragi Dosa,Green Tea,Palak Paneer with Roti,Cucumber,Mixed Veg Curry,Ragi Dosa,Veg,1593,2055
25.1,Poha,Green Tea,Dal Tadka with Brown Rice,Salad,Mixed Veg Curry,Quinoa,Veg,1815,2113
20.3,Smoothie Bowl,Apple,Rajma with Brown Rice,Yogurt (low-fat),Palak Paneer,Whole Wheat Naan,Veg,1924,2165
29.4,Idli with Sambar,Papaya,Palak Paneer with Roti,Raita (low-fat),Bhindi Masala,Chapati,Veg,1410,1895
22.8,Multigrain Paratha,Green Tea,Vegetable Stir Fry with Brown Rice,Raita (low-fat),Vegetable Soup,Phulka,Veg,1501,1751
25.0,Upma,Banana,Quinoa Salad,Papad (roasted),Kadhi with Brown Rice,Quinoa,Veg,1961,2161
26.9,Multigrain Paratha,Apple,Paneer Bhurji with Chapati,Salad,Aloo Gobi,Whole Wheat Naan,Veg,1869,2163
23.7,Oats,Banana,Chole with Chapati,Steamed Vegetables,Bhindi Masala,Roti,Veg,1927,2262
26.8,Oats,Lassi (low-fat),Chole with Chapati,Steamed Vegetables,Vegetable Soup,Roti,Veg,1488,1776
21.0,Multigrain Paratha,Lassi (low-fat),Dal Tadka with Brown Rice,Sprouts,Baingan Bharta,Roti,Veg,1973,2379
19.1,Idli with Sambar,Green Tea,Rajma with Brown Rice,Cucumber,Baingan Bharta,Chapati,Veg,1863,2179
26.6,Ragi Dosa,Orange Juice,Rajma with Brown Rice,Raita (low-fat),Kadhi with Brown Rice,Millet Roti,Veg,1994,2488
26.7,Idli with Sambar,Lassi (low-fat),Palak Paneer with Roti,Papad (roasted),Grilled Vegetables,Millet Roti,Veg,1815,2310
28.5,Multigrain Paratha,Orange Juice,Paneer Bhurji with Chapati,Raita (low-fat),Vegetable Soup,Brown Rice,Veg,1434,1676
29.6,Upma,Coconut Water,Dal Tadka with Brown Rice,Salad,Grilled Vegetables,Millet Roti,Veg,1582,1825
22.2,Smoothie Bowl,Orange Juice,Palak Paneer with Roti,Yogurt (low-fat),Palak Paneer,Whole Wheat Naan,Veg,1775,2263
24.9,Idli with Sambar,Banana,Paneer Bhurji with Chapati,Cucumber,Grilled Vegetables,Roti,Veg,1872,2108
25.7,Ragi Dosa,Papaya,Quinoa Salad,Papad (roasted),Baingan Bharta,Millet Roti,Veg,1987,2268
22.2,Smoothie Bowl,Coconut Water,Paneer Bhurji with Chapati,Raita (low-fat),Aloo Gobi,Brown Rice,Veg,1487,1832
28.0,Idli with Sambar,Orange Juice,Vegetable Stir Fry with Brown Rice,Fruit Salad,Aloo Gobi,Chapati,Veg,1766,2186
20.8,Vegetable Sandwich,Buttermilk,Quinoa Salad,Sprouts,Vegetable Soup,Chapati,Veg,1555,1807
19.9,Smoothie Bowl,Coconut Water,Vegetable Stir Fry with Brown Rice,Yogurt (low-fat),Grilled Vegetables,Quinoa,Veg,1447,1679
20.5,Smoothie Bowl,Banana,Dal Tadka with Brown Rice,Raita (low-fat),Palak Paneer,Phulka,Veg,1990,2213
26.1,Idli with Sambar,Orange Juice,Paneer Bhurji with Chapati,Sprouts,Palak Paneer,Quinoa,Veg,1588,1816
23.3,Upma,Papaya,Paneer Bhurji with Chapati,Fruit Salad,Vegetable Soup,Quinoa,Veg,1971,2367
28.7,Vegetable Sandwich,Papaya,Quinoa Salad,Yogurt (low-fat),Vegetable Soup,Roti,Veg,1593,1954
22.6,Vegetable Sandwich,Lassi (low-fat),Dal Tadka with Brown Rice,Papad (roasted),Palak Paneer,Quinoa,Veg,1428,1870
27.3,Upma,Coconut Water,Chole with Chapati,Cucumber,Palak Paneer,Brown Rice,Veg,1777,2128
19.2,Smoothie Bowl,Orange Juice,Quinoa Salad,Cucumber,Aloo Gobi,Brown Rice,Veg,1407,1725
19.2,Idli with Sambar,Buttermilk,Quinoa Salad,Yogurt (low-fat),Mixed Veg Curry,Chapati,Veg,1623,1948
18.8,Vegetable Sandwich,Banana,Chole with Chapati,Steamed Vegetables,Baingan Bharta,Millet Roti,Veg,1880,2299
27.5,Ragi Dosa,Lassi (low-fat),Rajma with Brown Rice,Raita (low-fat),Aloo Gobi,Quinoa,Veg,1535,1920
21.0,Smoothie Bowl,Coconut Water,Quinoa Salad,Salad,Kadhi with Brown Rice,Roti,Veg,1522,1803
22.4,Idli with Sambar,Coconut Water,Quinoa Salad,Salad,Baingan Bharta,Chapati,Veg,1680,2061
26.0,Multigrain Paratha,Banana,Chole with Chapati,Papad (roasted),Grilled Vegetables,Ragi Dosa,Veg,1749,2047
